record_id,county,scientific_name,s_common_name,inf_taxon,group_member_type_desc,g_rank,s_rank,g1g2s1s2,state_status,state_protect_status_desc,fed_status,fed_protect_desc,listed_species,tracked_species,swap_priority_desc,presence_status,obsrank,locuseclass,date_class,first_obs_date,last_survey_date,dateconvert,count_records,eo_id_sc
12762,Charleston,Mniotilta varia,Black-and-white Warbler,Birds,Zoological,G5,S4S5,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,5 - 10 Years,2017-11-11,2017-11-11,2017-11-11,324,3971
12766,Charleston,Morone saxatilis,Striped Bass,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Freshwater,Date Unknown,No Date,No Date,No Date,324,13149
12774,Charleston,Mugil cephalus,Striped Mullet,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,5 - 10 Years,2019-09-25,2019-09-25,2019-09-25,324,27731
12816,Charleston,Muhlenbergia sericea,"Dune Hairgrass, Sweet Grass",Monocots,Botanical,G5T5?,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1980-11-21,1980-11-21,1980-11-21,324,4033
12817,Charleston,Mycteria americana,Wood Stork,Birds,Zoological,G4,S2,1,SE: State Endangered,SE: State Endangered,LT: Federally Threatened,LT: Federally Threatened,1,1,Highest,3,E - Verified extant (viability not assessed),Breeding,< 5 Years,2014,2023,2023,324,6013
12834,Charleston,Myotis austroriparius,Southeastern Bat,Mammals,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Breeding,< 5 Years,2018-05-22,2022-08-02,2022-08-02,324,1241
12837,Charleston,Myotis lucifugus,Little Brown Bat,Mammals,Zoological,G3G4,S2,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,N - Not Ranked,Undetermined,< 5 Years,2023-08-07,2023-08-07,2023-08-07,324,26717
12838,Charleston,Myotis septentrionalis,Northern Long-eared Bat,Mammals,Zoological,G2G3,S1,1,Not Applicable,Not Applicable,LE: Federally Endangered,LE: Federally Endangered,1,1,Highest,3,D? - Possibly poor estimated viability/ecological integrity,Breeding,< 5 Years,2018-06-15,2022-05-29,2022-05-29,324,20649
12847,Charleston,Narthecium americanum,Yellow Asphodel,Monocots,Botanical,G2,SX,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,X? - Possibly extirpated,Not Recorded,> 40 Years,1922-06-01,1922-06-01,1922-06-01,324,5200
12848,Charleston,Neogale vison,American Mink,Mammals,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not applicable,10 - 20 Years,2009-05-01,2009-05-01,2009-05-01,324,6516
12849,Charleston,Neotoma floridana,Eastern Woodrat,Mammals,Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,H - Historical,Not applicable,> 40 Years,1979-04-04,1979-04-04,1979-04-04,324,6123
12859,Charleston,Neottia bifolia,Southern Twayblade,Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2023-03-14,2023-03-14,2023-03-14,324,23186
12864,Charleston,Nerodia floridana,Florida Green Watersnake,Reptiles,Zoological,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,< 5 Years,2021-04-05,2021-04-05,2021-04-05,324,6754
12865,Charleston,Notropis chalybaeus,Ironcolor Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,5 - 10 Years,2001-02-01,2019-09-25,2019-09-25,324,10242
12881,Charleston,Notropis maculatus,Taillight Shiner,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,Date Unknown,No Date,No Date,No Date,324,29960
12883,Charleston,Noturus gyrinus,Tadpole Madtom,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,10 - 20 Years,2006-06-20,2011-07-21,2011-07-21,324,27776
12886,Charleston,Numenius borealis,Eskimo Curlew,Birds,Zoological,GH,SX,1,SE: State Endangered,SE: State Endangered,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Not Applicable,3,N - Not Ranked,Migratory stopover,> 40 Years,1956-07-15,1956-07-15,1956-07-15,324,7399
12887,Charleston,Numenius phaeopus,Whimbrel,Birds,Zoological,G5,S2S3N,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,B - Good estimated viability,Migratory stopover,< 5 Years,2020-05-05,2020-05-05,2020-05-05,324,7314
12888,Charleston,Nyctanassa violacea,Yellow-crowned Night-Heron,Birds,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,D? - Possibly poor estimated viability/ecological integrity,Breeding,< 5 Years,2014,2023,2023,324,20732
12895,Charleston,Nycticorax nycticorax,Black-crowned Night-Heron,Birds,Zoological,G5,S3S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,H? - Possibly historical,Breeding,< 5 Years,2011,2023,2023,324,7711
12903,Charleston,Oenothera riparia,Riverbank Evening-primrose,Dicots,Botanical,G2G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,C - Fair estimated viability,Not Recorded,< 5 Years,2023-06-16 13:58,2023-06-16 13:58,2023-06-16 13:58,324,23431
12904,Charleston,Ophisaurus attenuatus,Slender Glass Lizard,Reptiles,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2015-03-04,2023-05-10,2023-05-10,324,1606
12909,Charleston,Ophisaurus compressus,Island Glass Lizard,Reptiles,Zoological,G3G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,> 40 Years,1934-06-01,1934-06-01,1934-06-01,324,3207
12911,Charleston,Ophisaurus mimicus,Mimic Glass Lizard,Reptiles,Zoological,G2,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,> 40 Years,1978-06-25,1978-06-25,1978-06-25,324,6807
12912,Charleston,Orthochilus ecristatus,"Spiked Medusa, Smooth-lipped Eulophia",Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,20 - 40 Years,2004-08-22,2004-08-22,2004-08-22,324,4983
12915,Charleston,Paspalum bifidum,"Pitchfork Paspalum, Pitchfork Crown Grass",Monocots,Botanical,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2023-07-19 09:52,2023-07-19 09:52,2023-07-19 09:52,324,23500
12920,Charleston,Passerina caerulea,Blue Grosbeak,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,5 - 10 Years,2017-09-19,2017-09-19,2017-09-19,324,3316
12923,Charleston,Passerina ciris,Painted Bunting,Birds,Zoological,G5,S3B,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,B? - Possibly good estimated viability/ecological integrity,Breeding,5 - 10 Years,2015-11-06,2015-11-06,2015-11-06,324,5287
12936,Charleston,Pelecanus occidentalis,Brown Pelican,Birds,Zoological,G4,"S4B,S4N",1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,C? - Possibly fair estimated viability/ecological integrity,Breeding,5 - 10 Years,2017-05-17,2019-05-22,2019-05-22,324,1117
12940,Charleston,Peltandra sagittifolia,"Spoonflower, White Arrow-arum",Monocots,Botanical,G3G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,5 - 10 Years,2017-06-29,2017-06-29,2017-06-29,324,385
12942,Charleston,Perimyotis subflavus,Tricolored Bat,Mammals,Zoological,G3G4,S3,1,Not Applicable,Not Applicable,LEP: Federally Endangered (Proposed),LEP: Federally Endangered (Proposed),1,1,Highest,3,N - Not Ranked,Undetermined,< 5 Years,2023-08-01,2023-10-18,2023-10-18,324,24217
12964,Charleston,Peucaea aestivalis,Bachman's Sparrow,Birds,Zoological,G3,S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,B? - Possibly good estimated viability/ecological integrity,Breeding,5 - 10 Years,1988,2017-04-06,2017-04-06,324,3606
12967,Charleston,Phyla lanceolata,"Marsh Frogfruit, Northern Frogfruit",Dicots,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2018-05-10,2018-05-10,2018-05-10,324,7212
12969,Charleston,Physella carolinae,Carolina Physa,Freshwater Snails,Zoological,GNR,S3S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,10 - 20 Years,2014-04-18,2014-04-18,2014-04-18,324,28107
12983,Charleston,Physostegia leptophylla,"Tidal Marsh Obedient-plant, Swamp Obedient-plant",Dicots,Botanical,G4?,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2022-04-04,2022-04-04,2022-04-04,324,20366
12989,Charleston,Pieris phillyreifolia,"Vine-wicky, Climbing Fetterbush",Dicots,Botanical,G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,1978-06-24,2023-04-20,2023-04-20,324,4275
12994,Charleston,Pilea fontana,"Blackfruit Clearweed, Lesser Clearweed",Dicots,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,> 40 Years,1982-10-31,1982-10-31,1982-10-31,324,3506
12995,Charleston,Pituophis melanoleucus,Pinesnake,Reptiles,Zoological,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Highest,3,E - Verified extant (viability not assessed),Not applicable,20 - 40 Years,1999-07-01,1999-07-01,1999-07-01,324,7258
12996,Charleston,Pituophis melanoleucus melanoleucus,Northern Pinesnake,Reptiles,Zoological,G4T4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2012-03-17,2023-04-05,2023-04-05,324,232
12997,Charleston,Plantago sparsiflora,Pineland Plantain,Dicots,Botanical,G3,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,D - Poor estimated viability,Not Recorded,< 5 Years,2023-04-25,2023-04-25,2023-04-25,324,23266
13001,Charleston,Platalea ajaja,Roseate Spoonbill,Birds,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,E - Verified extant (viability not assessed),Breeding,< 5 Years,2021,2022,2022,324,20229
13005,Charleston,Platanthera integra,"Golden Fringeless Orchid, Yellow Fringeless Orchid",Monocots,Botanical,G3G4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,1940-09-02,2023-09-10 14:39,2023-09-10 14:39,324,1902
13008,Charleston,Platanthera nivea,"Snowy Orchid, Bog-spike",Monocots,Botanical,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,C - Fair estimated viability,Not Recorded,< 5 Years,2023-06-20 17:08,2023-06-20 17:08,2023-06-20 17:08,324,23423
13009,Charleston,Plegadis falcinellus,Glossy Ibis,Birds,Zoological,G5,S2S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,E - Verified extant (viability not assessed),Breeding,< 5 Years,2018,2022,2022,324,7712
13012,Charleston,Pluvialis squatarola,Black-bellied Plover,Birds,Zoological,G5,S3N,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,10 - 20 Years,2010-05-07,2010-05-07,2010-05-07,324,5299
13013,Charleston,Ponthieva racemosa,Shadow Witch,Monocots,Botanical,G5,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2019-10-22,2019-10-22,2019-10-22,324,6496
13015,Charleston,Porphyrio martinicus,Purple Gallinule,Birds,Zoological,G5,S2B,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1988,1988,1988,324,25853
13016,Charleston,Procambarus ancylus,Coastal Plain Crayfish,Crayfishes,Zoological,G4G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-10-20,2023-03-30,2023-03-30,324,23881
13046,Charleston,Procambarus blandingii,Santee Crayfish,Crayfishes,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not applicable,5 - 10 Years,2019-01-02,2019-01-02,2019-01-02,324,8066
13052,Charleston,Procambarus chacei,Cedar Creek Crayfish,Crayfishes,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-10-20,2022-10-20,2022-10-20,324,23883
13060,Charleston,Procambarus enoplosternum,Black Mottled Crayfish,Crayfishes,Zoological,G4G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-10-20,2022-10-20,2022-10-20,324,23882
13063,Charleston,Procambarus lepidodactylus,Pee Dee Lotic Crayfish,Crayfishes,Zoological,G4,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-10-20,2022-10-20,2022-10-20,324,23884
13067,Charleston,Procambarus troglodytes,Eastern Red Swamp Crayfish,Crayfishes,Zoological,G5,S4S5,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-10-20,2023-10-20,2023-10-20,324,23892
13136,Charleston,Protonotaria citrea,Prothonotary Warbler,Birds,Zoological,G5,S3S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,5 - 10 Years,2017-08-25,2017-08-25,2017-08-25,324,3852
13140,Charleston,Pseudacris ornata,Ornate Chorus Frog,Amphibians,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,< 5 Years,2015-12-27,2020-03-06,2020-03-06,324,6617
13141,Charleston,Pseudobranchus striatus striatus,Broad-striped Dwarf Siren,Amphibians,Zoological,G5T1T3,S1,1,ST: State Threatened,ST: State Threatened,Not Applicable,Not Applicable,1,1,Highest,3,N - Not Ranked,Not applicable,> 40 Years,1975-05-01,1975-05-01,1975-05-01,324,21759
13142,Charleston,Psilotum nudum,Whiskfern,Whisk Ferns,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,2003-11-13,2003-11-13,2003-11-13,324,6458
13144,Charleston,Quercus austrina,Bluff Oak,Dicots,Botanical,G4?,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-08-05,2001-08-05,2001-08-05,324,4219
13145,Charleston,Rallus elegans,King Rail,Birds,Zoological,G4,S2S3,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,1988,1988,1988,324,25861
13146,Charleston,Rallus limicola,Virginia Rail,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,10 - 20 Years,2012-11-05,2012-11-05,2012-11-05,324,3656
13147,Charleston,Rhadinaea flavilata,Pine Woods Littersnake,Reptiles,Zoological,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not applicable,< 5 Years,2022-05-29,2022-07-17,2022-07-17,324,22996
13151,Charleston,Rhexia aristosa,"Awned Meadow-beauty, Bristly Meadow-beauty",Dicots,Botanical,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,N - Not Ranked,Not Recorded,5 - 10 Years,2015-07-13,2015-07-13,2015-07-13,324,367
13156,Charleston,Rhynchospora careyana,Carey's Horned Beaksedge,Monocots,Botanical,G4?Q,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,CD - Fair or poor estimated viability,Not Recorded,10 - 20 Years,2007-09-08,2007-09-08,2007-09-08,324,6143
13160,Charleston,Rhynchospora galeana,Short-bristle Beaksedge,Monocots,Botanical,G3?,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-08-18,2001-08-18,2001-08-18,324,4062
13161,Charleston,Rhynchospora harperi,Harper's Beaksedge,Monocots,Botanical,G4?,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,"BD - Good, fair, or poor estimated viability/ecological integrity",Not Recorded,20 - 40 Years,2003-08-12,2003-08-12,2003-08-12,324,3175
13165,Charleston,Rhynchospora inundata,Narrow-fruit Horned Beaksedge,Monocots,Botanical,G4,S2?,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not Recorded,5 - 10 Years,2017-07-27,2017-07-27,2017-07-27,324,1267
13167,Charleston,Rhynchospora oligantha,Feather-bristled Beaksedge,Monocots,Botanical,G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B? - Possibly good estimated viability/ecological integrity,Not Recorded,20 - 40 Years,1999-11-04,2001-09-01,2001-09-01,324,1817
13168,Charleston,Rhynchospora pinetorum,Small's Beakrush,Monocots,Botanical,G5?T3T4,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,N - Not Ranked,Not Recorded,20 - 40 Years,2001-08-05,2001-08-05,2001-08-05,324,6117
13172,Charleston,Rhynchospora tracyi,Tracy's Beaksedge,Monocots,Botanical,G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,C? - Possibly fair estimated viability/ecological integrity,Not Recorded,10 - 20 Years,1961-07-22,2011-10-14,2011-10-14,324,1224
13174,Charleston,Rynchops niger,Black Skimmer,Birds,Zoological,G5,S2,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,C? - Possibly fair estimated viability/ecological integrity,Breeding,5 - 10 Years,2019-06-21,2019-06-27,2019-06-27,324,571
13179,Charleston,Sageretia minutiflora,Small-flowered Buckthorn,Dicots,Botanical,G3G4,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,D? - Possibly poor estimated viability/ecological integrity,Not Recorded,< 5 Years,1980-05-06,2024-04-24 13:46,2024-04-24 13:46,324,4069
13195,Charleston,Sagittaria weatherbiana,Weatherby’s Arrowhead,Monocots,Botanical,G3G4,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2023-04-26,2023-04-26,2023-04-26,324,23268
13201,Charleston,Sarracenia rubra ssp. rubra,"Carolina Sweet Pitcherplant, Carolina Redflower Pitcherplant",Dicots,Botanical,G3G4T3T4,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,C? - Possibly fair estimated viability/ecological integrity,Not Recorded,20 - 40 Years,1973-04-01,2001-07,2001-07,324,1672
13204,Charleston,Satyrium kingi,King's Hairstreak,Butterflies and Skippers,Zoological,G3G4,S2S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,E - Verified extant (viability not assessed),Not applicable,> 40 Years,1975-05-26,1975-05-26,1975-05-26,324,7628
13205,Charleston,Sceptridium lunarioides,Winter Grapefern,"Adder's-tongues, Grapeferns, and Moonworts",Botanical,G4?,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,H - Historical,Not Recorded,> 40 Years,1850,1850,1850,324,5683
13206,Charleston,Schwalbea americana,Chaffseed,Dicots,Botanical,G2,S2,1,Not Applicable,Not Applicable,LE: Federally Endangered,LE: Federally Endangered,1,1,Highest,3,D? - Possibly poor estimated viability/ecological integrity,Not Recorded,< 5 Years,1979-05-01,2024-04-08 18:30,2024-04-08 18:30,324,601
13223,Charleston,Sciurus niger,Eastern Fox Squirrel,Mammals,Zoological,G5,S3S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Moderate,3,E - Verified extant (viability not assessed),Not applicable,20 - 40 Years,2001-01-01,2001-01-01,2001-01-01,324,22600
13225,Charleston,Scleria baldwinii,Baldwin's Nutrush,Monocots,Botanical,G5?,S2,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B? - Possibly good estimated viability/ecological integrity,Not Recorded,< 5 Years,1977-10-01,2023-04-20,2023-04-20,324,3530
13227,Charleston,Scleria verticillata,"Savanna Nutrush, Low Nutrush",Monocots,Botanical,G5,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B - Good estimated viability,Not Recorded,< 5 Years,2023-07-25 10:51,2023-07-25 10:51,2023-07-25 10:51,324,23496
13228,Charleston,Setophaga americana,Northern Parula,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,E - Verified extant (viability not assessed),Nonbreeding,< 5 Years,2020-01-01,2020-01-01,2020-01-01,324,20216
13229,Charleston,Setophaga caerulescens,Black-throated Blue Warbler,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,B? - Possibly good estimated viability/ecological integrity,Breeding,5 - 10 Years,2017-10-31,2017-10-31,2017-10-31,324,1552
13233,Charleston,Setophaga discolor,Prairie Warbler,Birds,Zoological,G5,S4B,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,High,3,B? - Possibly good estimated viability/ecological integrity,Breeding,5 - 10 Years,2017-10-31,2017-10-31,2017-10-31,324,1498
13238,Charleston,Setophaga dominica,Yellow-throated Warbler,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,5 - 10 Years,2018-01-24,2018-01-24,2018-01-24,324,2250
13241,Charleston,Setophaga pensylvanica,Chestnut-sided Warbler,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,"AC - Excellent, good, or fair estimated viability/ecological integrity",Breeding,5 - 10 Years,2017-10-14,2017-10-14,2017-10-14,324,4688
13244,Charleston,Setophaga pinus,Pine Warbler,Birds,Zoological,G5,S4S5,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Moderate,3,B? - Possibly good estimated viability/ecological integrity,Breeding,5 - 10 Years,2016-11-27,2016-11-27,2016-11-27,324,4146
13247,Charleston,Setophaga virens,Black-throated Green Warbler,Birds,Zoological,G5,S4,1,Not Applicable,Not Applicable,MBTA: Migratory Bird Treaty Act,MBTA: Migratory Bird Treaty Act,1,1,Highest,3,N - Not Ranked,Breeding,20 - 40 Years,2003-10-27,2003-10-27,2003-10-27,324,6419
13248,Charleston,Setophaga virens waynei,Wayne's Black-throated Green Warbler,Birds,Zoological,G5T1,S1S2B,1,Not Applicable,Not Applicable,ARS: At-Risk Species,ARS: At-Risk Species,1,1,Highest,3,N - Not Ranked,Breeding,< 5 Years,2023-07-31,2023-07-31,2023-07-31,324,23818
13255,Charleston,Siren lacertina,Greater Siren,Amphibians,Zoological,G5,S4,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,N - Not Ranked,Not applicable,< 5 Years,2020-02-26,2022-05-06,2022-05-06,324,22810
13259,Charleston,Sistrurus miliarius,Pygmy Rattlesnake,Reptiles,Zoological,G5,S3,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,Not Applicable,3,B? - Possibly good estimated viability/ecological integrity,Not applicable,< 5 Years,2022-09-01,2023-09-14 18:34,2023-09-14 18:34,324,22614
13261,Charleston,Solidago pulchra,"Beautiful Goldenrod, Carolina Goldenrod",Dicots,Botanical,G3,S1,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,High,3,E - Verified extant (viability not assessed),Not Recorded,< 5 Years,2023-04-09,2023-04-09,2023-04-09,324,23234
